STATION;STATION_NAME;ELEVATION;LATITUDE;LONGITUDE;DATE;PRCP;Measurement Flag;Quality Flag;Source Flag;Time of Observation;TMAX;Measurement Flag;Quality Flag;Source Flag;Time of Observation;TMIN;Measurement Flag;Quality Flag;Source Flag;Time of Observation
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040430;7; ; ;s;9999;198; ; ;s;9999;123; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040501;0;T; ;s;9999;198; ; ;s;9999;118; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040502;9; ; ;s;9999;165; ; ;s;9999;132; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040503;0; ; ;s;9999;221; ; ;s;9999;131; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040504;0; ; ;s;9999;276; ; ;s;9999;100; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040505;0; ; ;s;9999;287; ; ;s;9999;132; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040506;0; ; ;s;9999;279; ; ;s;9999;148; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040507;0; ; ;s;9999;234; ; ;s;9999;130; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040508;0; ; ;s;9999;282; ; ;s;9999;141; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040509;0;T; ;s;9999;215; ; ;s;9999;138; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040510;0;T; ;s;9999;249; ; ;s;9999;142; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040511;0;T; ;s;9999;232; ; ;s;9999;168; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040512;0;T; ;s;9999;270; ; ;s;9999;137; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040513;0; ; ;s;9999;299; ; ;s;9999;131; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040514;0; ; ;s;9999;284; ; ;s;9999;155; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040515;10; ; ;s;9999;230; ; ;s;9999;150; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040516;254; ; ;s;9999;179; ; ;s;9999;124; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040517;16; ; ;s;9999;267; ; ;s;9999;107; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040518;0; ; ;s;9999;276; ; ;s;9999;138; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040519;0; ; ;s;9999;326; ; ;s;9999;186; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040520;0; ; ;s;9999;264; ; ;s;9999;143; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040521;0; ; ;s;9999;278; ; ;s;9999;151; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040522;0; ; ;s;9999;278; ; ;s;9999;142; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040523;0; ; ;s;9999;321; ; ;s;9999;156; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040524;0; ; ;s;9999;332; ; ;s;9999;186; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040525;85; ; ;s;9999;298; ; ;s;9999;168; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040526;0; ; ;s;9999;246; ; ;s;9999;152; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040527;0; ; ;s;9999;225; ; ;s;9999;170; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040528;16; ; ;s;9999;319; ; ;s;9999;175; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040529;1; ; ;s;9999;276; ; ;s;9999;211; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040530;0; ; ;s;9999;276; ; ;s;9999;173; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040531;0; ; ;s;9999;316; ; ;s;9999;159; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040601;0; ; ;s;9999;337; ; ;s;9999;188; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040602;0; ; ;s;9999;310; ; ;s;9999;177; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040603;0; ; ;s;9999;312; ; ;s;9999;186; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040604;0;T; ;s;9999;275; ; ;s;9999;228; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040605;0;T; ;s;9999;264; ; ;s;9999;208; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040606;0;T; ;s;9999;256; ; ;s;9999;184; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040607;0; ; ;s;9999;294; ; ;s;9999;170; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040608;0; ; ;s;9999;319; ; ;s;9999;180; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040609;0;T; ;s;9999;344; ; ;s;9999;213; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040610;0; ; ;s;9999;376; ; ;s;9999;220; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040611;0; ; ;s;9999;389; ; ;s;9999;232; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040612;0; ; ;s;9999;350; ; ;s;9999;257; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040613;0; ; ;s;9999;309; ; ;s;9999;201; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040614;0;T; ;s;9999;345; ; ;s;9999;240; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040615;0;T; ;s;9999;315; ; ;s;9999;211; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040616;123; ; ;s;9999;262; ; ;s;9999;159; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040617;15; ; ;s;9999;262; ; ;s;9999;159; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040618;43; ; ;s;9999;272; ; ;s;9999;197; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040619;189; ; ;s;9999;263; ; ;s;9999;193; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040620;0; ; ;s;9999;284; ; ;s;9999;200; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040621;98; ; ;s;9999;303; ; ;s;9999;204; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040622;28; ; ;s;9999;308; ; ;s;9999;204; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040623;1; ; ;s;9999;298; ; ;s;9999;188; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040624;83; ; ;s;9999;260; ; ;s;9999;193; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040625;23; ; ;s;9999;293; ; ;s;9999;181; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040626;0; ; ;s;9999;326; ; ;s;9999;215; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040627;0; ; ;s;9999;339; ; ;s;9999;230; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040628;0;T; ;s;9999;320; ; ;s;9999;242; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040629;0;T; ;s;9999;293; ; ;s;9999;241; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040630;93; ; ;s;9999;244; ; ;s;9999;169; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040701;50; ; ;s;9999;220; ; ;s;9999;160; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040702;0; ; ;s;9999;350; ; ;s;9999;177; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040703;0;T; ;s;9999;324; ; ;s;9999;220; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040704;66; ; ;s;9999;296; ; ;s;9999;199; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040705;2; ; ;s;9999;337; ; ;s;9999;195; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040706;0; ; ;s;9999;349; ; ;s;9999;214; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040707;0;T; ;s;9999;316; ; ;s;9999;227; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040708;0;T; ;s;9999;329; ; ;s;9999;223; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040709;8; ; ;s;9999;312; ; ;s;9999;207; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040710;140; ; ;s;9999;297; ; ;s;9999;217; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040711;153; ; ;s;9999;241; ; ;s;9999;218; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040712;0;T; ;s;9999;302; ; ;s;9999;226; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040713;0; ; ;s;9999;319; ; ;s;9999;215; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040714;0;T; ;s;9999;313; ; ;s;9999;218; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040715;0; ; ;s;9999;303; ; ;s;9999;211; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040716;0; ; ;s;9999;312; ; ;s;9999;233; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040717;0; ; ;s;9999;304; ; ;s;9999;239; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040718;119; ; ;s;9999;307; ; ;s;9999;238; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040719;0; ; ;s;9999;308; ; ;s;9999;236; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040720;269; ; ;s;9999;317; ; ;s;9999;256; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040721;147; ; ;s;9999;323; ; ;s;9999;250; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040722;0;T; ;s;9999;328; ; ;s;9999;262; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040723;2; ; ;s;9999;327; ; ;s;9999;258; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040724;0; ; ;s;9999;314; ; ;s;9999;249; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040725;0; ; ;s;9999;317; ; ;s;9999;224; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040726;109; ; ;s;9999;288; ; ;s;9999;184; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040727;0; ; ;s;9999;288; ; ;s;9999;182; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040728;0; ; ;s;9999;335; ; ;s;9999;234; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040729;755; ; ;s;9999;298; ; ;s;9999;227; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040730;0;T; ;s;9999;250; ; ;s;9999;195; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040731;0; ; ;s;9999;299; ; ;s;9999;187; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040801;0; ; ;s;9999;303; ; ;s;9999;211; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040802;0;T; ;s;9999;294; ; ;s;9999;229; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040803;51; ; ;s;9999;310; ; ;s;9999;229; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040804;0; ; ;s;9999;325; ; ;s;9999;225; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040805;0; ; ;s;9999;313; ; ;s;9999;207; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040806;0; ; ;s;9999;304; ; ;s;9999;212; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040807;0; ; ;s;9999;319; ; ;s;9999;233; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040808;0; ; ;s;9999;334; ; ;s;9999;263; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040809;0;T; ;s;9999;314; ; ;s;9999;268; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040810;0;T; ;s;9999;313; ; ;s;9999;259; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040811;12; ; ;s;9999;287; ; ;s;9999;258; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040812;291; ; ;s;9999;266; ; ;s;9999;187; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040813;1; ; ;s;9999;284; ; ;s;9999;162; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040814;2; ; ;s;9999;301; ; ;s;9999;203; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040815;0;T; ;s;9999;241; ; ;s;9999;207; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040816;0;T; ;s;9999;265; ; ;s;9999;200; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040817;0; ; ;s;9999;292; ; ;s;9999;181; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040818;0; ; ;s;9999;315; ; ;s;9999;208; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040819;0; ; ;s;9999;315; ; ;s;9999;215; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040820;0; ; ;s;9999;287; ; ;s;9999;209; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040821;53; ; ;s;9999;261; ; ;s;9999;196; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040822;0;T; ;s;9999;259; ; ;s;9999;198; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040823;0; ; ;s;9999;279; ; ;s;9999;192; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040824;0; ; ;s;9999;277; ; ;s;9999;199; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040825;87; ; ;s;9999;256; ; ;s;9999;210; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040826;0; ; ;s;9999;282; ; ;s;9999;205; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040827;5; ; ;s;9999;267; ; ;s;9999;231; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040828;5; ; ;s;9999;287; ; ;s;9999;197; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040829;0; ; ;s;9999;295; ; ;s;9999;168; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040830;0; ; ;s;9999;315; ; ;s;9999;180; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040831;0; ; ;s;9999;318; ; ;s;9999;183; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040901;0;T; ;s;9999;315; ; ;s;9999;212; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040902;0; ; ;s;9999;315; ; ;s;9999;197; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040903;41; ; ;s;9999;266; ; ;s;9999;197; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040904;0; ; ;s;9999;282; ; ;s;9999;175; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040905;5; ; ;s;9999;294; ; ;s;9999;221; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040906;23; ; ;s;9999;274; ; ;s;9999;178; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040907;0; ; ;s;9999;296; ; ;s;9999;183; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040908;0; ; ;s;9999;313; ; ;s;9999;154; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040909;0; ; ;s;9999;290; ; ;s;9999;166; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040910;0; ; ;s;9999;281; ; ;s;9999;187; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040911;0; ; ;s;9999;276; ; ;s;9999;178; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040912;0; ; ;s;9999;299; ; ;s;9999;166; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040913;0; ; ;s;9999;292; ; ;s;9999;162; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040914;205; ; ;s;9999;243; ; ;s;9999;162; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040915;288; ; ;s;9999;204; ; ;s;9999;153; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040916;1; ; ;s;9999;243; ; ;s;9999;167; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040917;3; ; ;s;9999;219; ; ;s;9999;178; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040918;0; ; ;s;9999;277; ; ;s;9999;118; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040919;0; ; ;s;9999;258; ; ;s;9999;130; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040920;0; ; ;s;9999;245; ; ;s;9999;170; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040921;0; ; ;s;9999;255; ; ;s;9999;125; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040922;0; ; ;s;9999;253; ; ;s;9999;112; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040923;0; ; ;s;9999;267; ; ;s;9999;130; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040924;0; ; ;s;9999;243; ; ;s;9999;168; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040925;0; ; ;s;9999;273; ; ;s;9999;164; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040926;0; ; ;s;9999;265; ; ;s;9999;140; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040927;0; ; ;s;9999;270; ; ;s;9999;153; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040928;0; ; ;s;9999;226; ; ;s;9999;163; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040929;0; ; ;s;9999;260; ; ;s;9999;181; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20040930;176; ; ;s;9999;226; ; ;s;9999;133; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041001;0; ; ;s;9999;154; ; ;s;9999;105; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041002;0; ; ;s;9999;194; ; ;s;9999;50; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041003;0; ; ;s;9999;223; ; ;s;9999;64; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041004;0; ; ;s;9999;240; ; ;s;9999;93; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041005;0; ; ;s;9999;256; ; ;s;9999;103; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041006;0; ; ;s;9999;244; ; ;s;9999;118; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041007;0; ; ;s;9999;240; ; ;s;9999;127; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041008;0; ; ;s;9999;251; ; ;s;9999;127; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041009;0; ; ;s;9999;242; ; ;s;9999;131; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041010;0; ; ;s;9999;205; ; ;s;9999;130; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041011;0; ; ;s;9999;214; ; ;s;9999;154; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041012;0; ; ;s;9999;204; ; ;s;9999;86; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041013;0; ; ;s;9999;182; ; ;s;9999;119; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041014;0; ; ;s;9999;216; ; ;s;9999;55; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041015;0; ; ;s;9999;246; ; ;s;9999;71; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041016;0; ; ;s;9999;239; ; ;s;9999;93; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041017;0; ; ;s;9999;197; ; ;s;9999;129; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041018;0; ; ;s;9999;214; ; ;s;9999;94; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041019;0; ; ;s;9999;240; ; ;s;9999;103; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041020;0;T; ;s;9999;191; ; ;s;9999;113; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041021;2; ; ;s;9999;171; ; ;s;9999;112; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041022;0; ; ;s;9999;197; ; ;s;9999;56; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041023;0; ; ;s;9999;178; ; ;s;9999;51; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041024;0; ; ;s;9999;180; ; ;s;9999;67; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041025;10; ; ;s;9999;119; ; ;s;9999;67; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041026;0; ; ;s;9999;157; ; ;s;9999;13; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041027;0; ; ;s;9999;159; ; ;s;9999;15; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041028;0; ; ;s;9999;156; ; ;s;9999;24; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041029;0; ; ;s;9999;166; ; ;s;9999;53; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041030;0; ; ;s;9999;139; ; ;s;9999;71; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041031;87; ; ;s;9999;189; ; ;s;9999;110; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041101;0; ; ;s;9999;162; ; ;s;9999;93; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041102;0; ; ;s;9999;170; ; ;s;9999;43; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041103;0; ; ;s;9999;158; ; ;s;9999;36; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041104;0; ; ;s;9999;145; ; ;s;9999;59; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041105;0; ; ;s;9999;131; ; ;s;9999;42; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041106;0; ; ;s;9999;121; ; ;s;9999;7; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041107;0; ; ;s;9999;137; ; ;s;9999;50; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041108;0; ; ;s;9999;178; ; ;s;9999;36; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041109;78; ; ;s;9999;120; ; ;s;9999;77; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041110;2; ; ;s;9999;132; ; ;s;9999;72; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041111;0; ; ;s;9999;80; ; ;s;9999;27; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041112;0; ; ;s;9999;61; ; ;s;9999;-22; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041113;0; ; ;s;9999;83; ; ;s;9999;-19; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041114;0; ; ;s;9999;119; ; ;s;9999;-20; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041115;0; ; ;s;9999;127; ; ;s;9999;12; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041116;0; ; ;s;9999;155; ; ;s;9999;6; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041117;0; ; ;s;9999;154; ; ;s;9999;13; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041118;0; ; ;s;9999;155; ; ;s;9999;9; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041119;0; ; ;s;9999;139; ; ;s;9999;42; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041120;0; ; ;s;9999;139; ; ;s;9999;45; ; ;s;9999
GHCND:CHM00054511;BEIJING CH;55;39.933;116.283;20041121;0; ; ;s;9999;130; ; ;s;9999;15; ; ;s;9999
